Species,Metabolite,kegg_id,genus,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence,pathway,rho,abs_rho
CAG-170 sp000432135,C01672_Cadaverine,C01672,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.2423661741983727,0.2423661741983727
Escherichia sp005843885,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2421055329822079,0.2421055329822079
Veillonella parvula_A,C00163_Propionate,C00163,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),SCFA,-0.2414083183458661,0.2414083183458661
ER4 sp900552015,C00847_4-Pyridoxate,C00847,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2412138338435609,0.2412138338435609
Fusobacterium_A mortiferum,3-Indoxyl sulfate,3-Indoxyl sulfate,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2410815617457207,0.2410815617457207
Erysipelatoclostridium ramosum,C00024_Acetyl CoA,C00024,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2409123481219681,0.2409123481219681
UBA3855 sp017460955,C00785_Urocanate,C00785,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2408649051986003,0.2408649051986003
Heteroscilispira lomanii,C00334_GABA,C00334,Heteroscilispira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2407833538878476,0.2407833538878476
UBA1685 sp900546845,C00489_Glutarate,C00489,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2407419959457728,0.2407419959457728
Egerieicola pullicola,C00300_Creatine,C00300,Egerieicola,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2406407724285542,0.2406407724285542
UBA5905 sp900763035,C00134_Putrescine,C00134,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.4867890095864263,0.4867890095864263
Lachnospira rogosae_A,C02571_o-Acetylcarnitine,C02571,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2405369985671291,0.2405369985671291
ER4 sp000765235,C02678_Dodecanedioate,C02678,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.475279568360775,0.475279568360775
Alistipes_A ihumii,C00576_Betaine aldehyde,C00576,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2402664952614721,0.2402664952614721
ER4 sp900552015,C00489_Glutarate,C00489,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2402319146601842,0.2402319146601842
Bacillus_T coahuilensis,C02571_o-Acetylcarnitine,C02571,Bacillus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2401754036780531,0.2401754036780531
Lachnospira sp003537285,C01921_Glycocholate,C01921,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2401469302033833,0.2401469302033833
Ruminococcus_E bromii_B,C00079_Phe,C00079,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2400073180580837,0.2400073180580837
ER4 sp000765235,C00483_Tyramine,C00483,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2399083002254394,0.2399083002254394
ER4 sp000765235,C00408_Pipecolate,C00408,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2397938075341343,0.2397938075341343
Pyramidobacter sp002007215,C00847_4-Pyridoxate,C00847,Pyramidobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2397387324267477,0.2397387324267477
Galloscillospira_B excrementipullorum,C00334_GABA,C00334,Galloscillospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2396052269545792,0.2396052269545792
CAG-103 sp900757655,C00576_Betaine aldehyde,C00576,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2395881081798893,0.2395881081798893
Alangreenwoodia gallinarii,C00489_Glutarate,C00489,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2395495086159507,0.2395495086159507
Acetatifactor sp003447295,C00003_NAD+,C00003,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2394338669707082,0.2394338669707082
Avispirillum faecium,C00245_Taurine,C00245,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2394133720566213,0.2394133720566213
Gemmiger qucibialis,C01042_N-Acetylaspartate,C01042,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2391649371962417,0.2391649371962417
Avanaerovorax faecigallinarum,C00576_Betaine aldehyde,C00576,Avanaerovorax,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2387310772520981,0.2387310772520981
Escherichia albertii,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2386186848446329,0.2386186848446329
QALW01 sp900547955,C00408_Pipecolate,C00408,QALW01,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2386142437142601,0.2386142437142601
Faecousia sp000434635,C01042_N-Acetylaspartate,C01042,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2384828183599393,0.2384828183599393
Alistipes onderdonkii,C08262_Isovalerate,C08262,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2383989536440655,0.2383989536440655
Erysipelatoclostridium ramosum,C00576_Betaine aldehyde,C00576,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2383607215612848,0.2383607215612848
Lachnospira eligens_A,2-Hydroxypentanoate,2-Hydroxypentanoate,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.238147441668855,0.238147441668855
Faecalibacterium sp900539945,C05332_Phenethylamine,C05332,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.4190105075443111,0.4190105075443111
Prevotella sp003447235,3-Indoxyl sulfate,3-Indoxyl sulfate,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2380572305270032,0.2380572305270032
Aphodomorpha sp900549955,C00408_Pipecolate,C00408,Aphodomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2380352321094715,0.2380352321094715
Fimenecus sp000432435,C00576_Betaine aldehyde,C00576,Fimenecus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2380314367225742,0.2380314367225742
Barnesiella intestinihominis,C01585_Hexanoate,C01585,Barnesiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2379907217464567,0.2379907217464567
Alistipes putredinis,C05122_Taurocholate,C05122,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.2378374924118601,0.2378374924118601
Faecalibacterium sp900539945,C02571_o-Acetylcarnitine,C02571,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2376705189877623,0.2376705189877623
Acetatifactor intestinalis,C00003_NAD+,C00003,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2375714663393098,0.2375714663393098
Acetatifactor intestinalis,C00576_Betaine aldehyde,C00576,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2373819141209657,0.2373819141209657
Faecalibacterium prausnitzii_D,C05984_2-Hydroxybutyrate,C05984,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2372947511499975,0.2372947511499975
Ruminococcus_C sp000980705,C00483_Tyramine,C00483,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2371321475663383,0.2371321475663383
UBA5905 sp900763035,C05635_5-Hydroxyindoleacetate,C05635,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2370025997349556,0.2370025997349556
Veillonella parvula_A,C00489_Glutarate,C00489,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2369275874131698,0.2369275874131698
Anaerostipes hadrus,C00483_Tyramine,C00483,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2368814149704977,0.2368814149704977
Scatavimonas merdipullorum,C00300_Creatine,C00300,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2368250711862865,0.2368250711862865
SFEL01 sp016292635,C00847_4-Pyridoxate,C00847,SFEL01,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2367599523752526,0.2367599523752526
Lachnospira eligens_A,C01921_Glycocholate,C01921,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2366755828207012,0.2366755828207012
ER4 sp900552015,C00300_Creatine,C00300,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2365907094977019,0.2365907094977019
UBA3855 sp017460955,C00847_4-Pyridoxate,C00847,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2365676664721069,0.2365676664721069
UMGS1322 sp905214315,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,UMGS1322,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.236510071990863,0.236510071990863
Ruminococcus_E bromii,C00079_Phe,C00079,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2363075054899796,0.2363075054899796
CAG-103 sp000432375,C05145_3-Aminoisobutyrate,C05145,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2358434709459202,0.2358434709459202
CAG-103 sp900543625,C00300_Creatine,C00300,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2355398156024433,0.2355398156024433
Egerieicola pullicola,C00079_Phe,C00079,Egerieicola,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2351701620829238,0.2351701620829238
Faecalibacterium prausnitzii_D,C01921_Glycocholate,C01921,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2350281539879486,0.2350281539879486
UMGS902 sp003343845,C00483_Tyramine,C00483,UMGS902,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2349976176095371,0.2349976176095371
ER4 sp000765235,C00079_Phe,C00079,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2349774455611727,0.2349774455611727
Gemmiger qucibialis,C10172_Proline betaine,C10172,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2348746920680243,0.2348746920680243
Prevotella sp002300055,C00003_NAD+,C00003,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2347635767914856,0.2347635767914856
Anaerostipes caccae,C05145_3-Aminoisobutyrate,C05145,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2347364268627608,0.2347364268627608
Veillonella atypica,C00576_Betaine aldehyde,C00576,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2345967072100222,0.2345967072100222
Clostridium_A leptum,C00423_trans-Cinnamate,C00423,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2344490829402912,0.2344490829402912
Lactobacillus amylolyticus,C00785_Urocanate,C00785,Lactobacillus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.234379164522525,0.234379164522525
Faecousia sp003525905,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2342220291865263,0.2342220291865263
Faecivivens stercoravium,C00576_Betaine aldehyde,C00576,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2341147709175176,0.2341147709175176
Alistipes shahii,C01921_Glycocholate,C01921,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2339066041985659,0.2339066041985659
CAG-103 sp900757655,C01921_Glycocholate,C01921,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2338859251755606,0.2338859251755606
Ruminococcus_D bicirculans,2-Hydroxypentanoate,2-Hydroxypentanoate,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2336991556504872,0.2336991556504872
Prevotella sp002439605,C05127_1-Methylhistamine,C05127,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.233677920968745,0.233677920968745
ER4 sp000765235,C00482_Sinapate,C00482,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.233653994186344,0.233653994186344
Escherichia sp002965065,C00300_Creatine,C00300,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2336214100890846,0.2336214100890846
CAG-170 sp000432135,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2332521276550827,0.2332521276550827
Alistipes shahii,C05122_Taurocholate,C05122,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.2330227293211575,0.2330227293211575
Oribacterium sp900318695,2-Hydroxypentanoate,2-Hydroxypentanoate,Oribacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.232969071517049,0.232969071517049
UBA3855 sp017460955,C00314_Pyridoxine,C00314,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.232961520458915,0.232961520458915
CAG-170 sp000432135,C01959_Taurocyamine,C01959,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2328494578313308,0.2328494578313308
Escherichia sp001660175,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2327587810061633,0.2327587810061633
Escherichia albertii,C00003_NAD+,C00003,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2326531720047611,0.2326531720047611
Avimicrobium caecorum,C00079_Phe,C00079,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2326490508639501,0.2326490508639501
Clostridium disporicum,C02918_1-Methylnicotinamide,C02918,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2324838393038903,0.2324838393038903
UMGS1590 sp900552455,C00931_Porphobilinogen,C00931,UMGS1590,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2321595281795852,0.2321595281795852
Alistipes putredinis,C05635_5-Hydroxyindoleacetate,C05635,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2320486926687126,0.2320486926687126
Lachnospira sp000436475,C00630_Isobutyryl CoA,C00630,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2319842063947304,0.2319842063947304
Fusobacterium_A mortiferum,2-Hydroxypentanoate,2-Hydroxypentanoate,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.231772129886009,0.231772129886009
CAG-127 sp900319515,2-Hydroxypentanoate,2-Hydroxypentanoate,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.23177098105181,0.23177098105181
UBA1829 sp900548385,C00423_trans-Cinnamate,C00423,UBA1829,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2315736959897878,0.2315736959897878
Scatavimonas sp900540275,C03264_2-Hydroxy-4-methylpentanoate,C03264,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2315183552929673,0.2315183552929673
Prevotella sp900767615,C05127_1-Methylhistamine,C05127,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.23151208378335,0.23151208378335
Faecivivens stercoravium,C00245_Taurine,C00245,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2313844743434283,0.2313844743434283
Aphodousia sp900553105,C00642_p-Hydroxyphenylacetate,C00642,Aphodousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2311109879334285,0.2311109879334285
ER4 sp900552015,C00296_Quinate,C00296,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2310695348167495,0.2310695348167495
Ruminococcus_E bromii_B,C00847_4-Pyridoxate,C00847,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2308917140286154,0.2308917140286154
Lachnospira sp000436535,C02571_o-Acetylcarnitine,C02571,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.230659484168673,0.230659484168673
Erysipelatoclostridium ramosum,C00300_Creatine,C00300,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2305988336054275,0.2305988336054275
Anaerostipes caccae,C00003_NAD+,C00003,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2303995940027151,0.2303995940027151
ER4 sp900552015,C00954_Indole-3-acetate,C00954,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2302876594263183,0.2302876594263183
Alistipes shahii,C00314_Pyridoxine,C00314,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2301699979619088,0.2301699979619088
UBA5905 sp900763035,C00482_Sinapate,C00482,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2301148439613843,0.2301148439613843
Alistipes onderdonkii,C05635_5-Hydroxyindoleacetate,C05635,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2300448425019632,0.2300448425019632
UBA5905 sp900763035,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2298939477153718,0.2298939477153718
Oribacterium sp900318695,C00483_Tyramine,C00483,Oribacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2296498043969918,0.2296498043969918
ER4 sp900552015,C00003_NAD+,C00003,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2295738708451439,0.2295738708451439
Faecousia sp000434635,C05145_3-Aminoisobutyrate,C05145,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2294572525749017,0.2294572525749017
Ruminococcus_E bromii_B,C00483_Tyramine,C00483,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.229443876251267,0.229443876251267
CAG-103 sp900543625,C00378_Thiamine,C00378,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2292279945792927,0.2292279945792927
Gemmiger qucibialis,C01104_Trimethylamine N-oxide,C01104,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2291959530504808,0.2291959530504808
QAMH01 sp900544245,C00785_Urocanate,C00785,QAMH01,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2289247893042386,0.2289247893042386
CAIFEB01 sp903789375,C00388_Histamine,C00388,CAIFEB01,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2287265249683162,0.2287265249683162
UBA5905 sp900763035,C01008_Trimethylsulfonium,C01008,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2285488210981687,0.2285488210981687
UBA5905 sp900763035,C01585_Hexanoate,C01585,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2285184592153932,0.2285184592153932
UMGS2070 sp905203455,C00388_Histamine,C00388,UMGS2070,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2284289775303583,0.2284289775303583
Phascolarctobacterium_A succinatutens,C05123_Isethionate,C05123,Phascolarctobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2284129502961426,0.2284129502961426
Scatavimonas merdipullorum,3-Indoxyl sulfate,3-Indoxyl sulfate,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2281540536431487,0.2281540536431487
UBA5905 sp900763035,C00954_Indole-3-acetate,C00954,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2281486740593003,0.2281486740593003
Klebsiella michiganensis,C05127_1-Methylhistamine,C05127,Klebsiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2281003373405298,0.2281003373405298
CAG-488 sp000434055,C00785_Urocanate,C00785,CAG-488,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2280103176758343,0.2280103176758343
UBA3855 sp017460955,C00214_Thymidine,C00214,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2279104890312885,0.2279104890312885
UBA10677 sp900543755,C05341_beta-Ala-Lys,C05341,UBA10677,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2279100001129413,0.2279100001129413
Acetatifactor sp003447295,C03264_2-Hydroxy-4-methylpentanoate,C03264,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2278977957361113,0.2278977957361113
RUG11247 sp902767315,C00847_4-Pyridoxate,C00847,RUG11247,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2278745916797791,0.2278745916797791
Alistipes putredinis,C05145_3-Aminoisobutyrate,C05145,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.22775353341514,0.22775353341514
Faecivivens stercoravium,C00079_Phe,C00079,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.227680353656358,0.227680353656358
Ruminococcus_C sp000980705,C10172_Proline betaine,C10172,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2275988425792721,0.2275988425792721
Veillonella parvula_A,C00931_Porphobilinogen,C00931,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2275321370626832,0.2275321370626832
CAG-103 sp000432375,C00630_Isobutyryl CoA,C00630,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.227527014671064,0.227527014671064
Veillonella parvula_A,C00482_Sinapate,C00482,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2274228208282094,0.2274228208282094
Faecalibacterium sp900539945,C00003_NAD+,C00003,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2271541429833918,0.2271541429833918
CAG-170 sp000432135,C02678_Dodecanedioate,C02678,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.4153080766363792,0.4153080766363792
ER4 sp900552015,C08277_Sebacate,C08277,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.4134131458286625,0.4134131458286625
Ventricola intestinavium,C00847_4-Pyridoxate,C00847,Ventricola,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2268353287364889,0.2268353287364889
UMGS693 sp900544555,C00785_Urocanate,C00785,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.226771874942895,0.226771874942895
Scatavimonas merdipullorum,C00954_Indole-3-acetate,C00954,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2267636110270822,0.2267636110270822
Escherichia sp004211955,C00847_4-Pyridoxate,C00847,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2267419860650589,0.2267419860650589
CAG-103 sp900757655,C00079_Phe,C00079,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2266952304527718,0.2266952304527718
Faecousia sp000434635,C08277_Sebacate,C08277,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.4122736443530118,0.4122736443530118
Faecivivens stercoravium,C00134_Putrescine,C00134,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.4111312603430756,0.4111312603430756
Holdemanella biformis,C05123_Isethionate,C05123,Holdemanella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2265746637899382,0.2265746637899382
Avimicrobium caecorum,C00300_Creatine,C00300,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2265661467556529,0.2265661467556529
UMGS693 sp900544555,C05635_5-Hydroxyindoleacetate,C05635,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2263761912041312,0.2263761912041312
UBA5905 sp900763035,C05145_3-Aminoisobutyrate,C05145,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2263301294778879,0.2263301294778879
UBA1685 sp900546845,3-Indoxyl sulfate,3-Indoxyl sulfate,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2263223658608723,0.2263223658608723
ER4 sp900552015,C05122_Taurocholate,C05122,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.2263054972067842,0.2263054972067842
Alistipes onderdonkii,2-Hydroxypentanoate,2-Hydroxypentanoate,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2262047357535806,0.2262047357535806
Fusobacterium sp000235465,C02571_o-Acetylcarnitine,C02571,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2261919635176986,0.2261919635176986
CAIFEB01 sp903789375,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,CAIFEB01,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2261088330328445,0.2261088330328445
Faecalibacterium prausnitzii_C,C00630_Isobutyryl CoA,C00630,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2259322883970993,0.2259322883970993
Faecousia sp003525905,C08262_Isovalerate,C08262,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2259016749392124,0.2259016749392124
Faecalibacterium sp900539945,C02037_Gly-Gly,C02037,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2257040011506463,0.2257040011506463
Faecousia sp003525905,C00378_Thiamine,C00378,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2255276049383723,0.2255276049383723
CAG-41 sp900066215,C05984_2-Hydroxybutyrate,C05984,CAG-41,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.225473784313763,0.225473784313763
Gemmiger sp900540595,2-Hydroxypentanoate,2-Hydroxypentanoate,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2254167790973698,0.2254167790973698
Lachnospira sp003537285,C00847_4-Pyridoxate,C00847,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2254104887581379,0.2254104887581379
UMGS693 sp900544555,C00300_Creatine,C00300,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2254039597791118,0.2254039597791118
UBA5905 sp900763035,C02678_Dodecanedioate,C02678,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.4084459572014657,0.4084459572014657
ER4 sp000765235,C00695_Cholate,C00695,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.4071459630914832,0.4071459630914832
Escherichia ruysiae,C00847_4-Pyridoxate,C00847,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2251838814727279,0.2251838814727279
Alistipes putredinis,C00314_Pyridoxine,C00314,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2250957427310989,0.2250957427310989
Christensenella intestinihominis,C05635_5-Hydroxyindoleacetate,C05635,Christensenella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2250805959479743,0.2250805959479743
Faecalibacterium prausnitzii_D,C00407_Ile,C00407,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Amino Acid,-0.2250231058780549,0.2250231058780549
Ruminococcus_E bromii_B,C03264_2-Hydroxy-4-methylpentanoate,C03264,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2249093836950923,0.2249093836950923
Avimicrobium caecorum,C00003_NAD+,C00003,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2248426925583022,0.2248426925583022
CAG-170 sp000432135,C00314_Pyridoxine,C00314,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2248376859418031,0.2248376859418031
Alangreenwoodia gallinarii,C08277_Sebacate,C08277,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.4070339480276095,0.4070339480276095
Ruminococcus_E bromii_B,C05122_Taurocholate,C05122,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.2248012427515494,0.2248012427515494
