Species,Metabolite,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence
Lachnospira sp003451515,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA5905 sp900763035,C00489_Glutarate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp900543625,C17714_Heptanoate,True,True,False,False,False,False,False,2,Medium (2)
CAG-127 sp900319515,"C03283_2,4-Diaminobutyrate",False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp000434635,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA5905 sp900763035,C17714_Heptanoate,True,True,False,False,False,False,False,2,Medium (2)
CAG-170 sp000432135,C01042_N-Acetylaspartate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C17714_Heptanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Clostridium_A leptum,C00695_Cholate,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA1206 sp000433115,C02656_Pimelate,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira eligens,C02656_Pimelate,False,True,False,False,False,False,False,1,Low-Medium (1)
Veillonella atypica,C00489_Glutarate,False,True,False,False,False,False,False,1,Low-Medium (1)
S5-A14a sp000758905,C00388_Histamine,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp017548065,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Clostridium_A leptum,C00245_Taurine,True,True,False,False,False,True,False,3,Medium-High (3)
ER4 sp900552015,C01042_N-Acetylaspartate,False,True,False,False,False,False,False,1,Low-Medium (1)
Erysipelatoclostridium ramosum,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C05145_3-Aminoisobutyrate,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp000436475,C01425_Glu-Glu,True,True,False,False,False,False,False,2,Medium (2)
Bilophila wadsworthia,C00245_Taurine,True,True,False,False,False,False,False,2,Medium (2)
Alistipes_A ihumii,"C03283_2,4-Diaminobutyrate",False,True,False,False,False,False,False,1,Low-Medium (1)
Avimicrobium caecorum,C01042_N-Acetylaspartate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp003525905,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Erysipelatoclostridium ramosum,C02656_Pimelate,False,True,False,False,False,False,False,1,Low-Medium (1)
Escherichia coli,C00152_Asn,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C05145_3-Aminoisobutyrate,False,True,False,False,False,False,False,1,Low-Medium (1)
Anaerostipes caccae,C05629_3-Phenylpropionate,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_C callidus,C02656_Pimelate,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminiclostridium_E siraeum,C05135_4-(beta-Acetylaminoethyl)imidazole,False,True,False,False,False,False,False,1,Low-Medium (1)
Aphodomorpha sp900549955,C00695_Cholate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp900757655,"C03283_2,4-Diaminobutyrate",False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp900543625,C05629_3-Phenylpropionate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alangreenwoodia gallinarii,"C03283_2,4-Diaminobutyrate",False,True,False,False,False,False,False,1,Low-Medium (1)
Veillonella parvula_A,C00334_GABA,True,True,False,False,False,False,False,2,Medium (2)
Veillonella parvula_A,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Veillonella parvula_A,C06104_Adipate,False,True,False,False,False,False,False,1,Low-Medium (1)
Avimicrobium caecorum,C00489_Glutarate,False,True,False,False,False,False,False,1,Low-Medium (1)
Agathobacter faecis,C00398_Tryptamine,False,True,False,False,True,False,False,2,Medium (2)
Alangreenwoodia gallinarii,C00334_GABA,True,True,False,False,False,False,False,2,Medium (2)
Ruminococcus_D bicirculans,C01672_Cadaverine,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C08262_Isovalerate,True,True,False,False,False,False,False,2,Medium (2)
UBA5905 sp900763035,"C03283_2,4-Diaminobutyrate",False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes putredinis,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Limivicinus faecipullorum,C00408_Pipecolate,False,True,False,False,False,False,False,1,Low-Medium (1)
Erysipelatoclostridium ramosum,C00003_NAD+,True,True,False,False,False,False,False,2,Medium (2)
Ventricola intestinavium,C02656_Pimelate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C17714_Heptanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Fimimonas sp003537755,"C03283_2,4-Diaminobutyrate",False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp003537285,C01046_N-Methylglutamate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00576_Betaine aldehyde,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA5905 sp900763035,C00695_Cholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Erysipelatoclostridium ramosum,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,2-Hydroxypentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00489_Glutarate,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatavimonas sp900540275,C00695_Cholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Veillonella atypica,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C00576_Betaine aldehyde,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes onderdonkii,C17714_Heptanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Escherichia sp002965065,C00152_Asn,False,True,False,False,False,False,False,1,Low-Medium (1)
Clostridium_A leptum,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Sediminibacterium sp902168225,C01118_o-Succinylhomoserine,True,True,False,False,True,False,False,3,Medium-High (3)
CAG-103 sp900543625,C00576_Betaine aldehyde,False,True,False,False,False,False,False,1,Low-Medium (1)
Clostridium_A leptum,C00334_GABA,True,True,False,False,False,False,False,2,Medium (2)
Erysipelatoclostridium ramosum,"C03283_2,4-Diaminobutyrate",False,True,False,False,False,False,False,1,Low-Medium (1)
Barnesiella intestinihominis,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp000432375,"C03283_2,4-Diaminobutyrate",False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00245_Taurine,True,True,False,False,False,True,False,3,Medium-High (3)
Aphodousia sp900553105,C05341_beta-Ala-Lys,False,True,False,False,True,False,False,2,Medium (2)
Faecivivens stercoravium,C00300_Creatine,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp003451515,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Clostridium_A leptum,C01042_N-Acetylaspartate,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira eligens,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C00398_Tryptamine,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C00785_Urocanate,False,True,False,False,False,False,False,1,Low-Medium (1)
Bifidobacterium pseudocatenulatum,C02918_1-Methylnicotinamide,False,True,False,False,False,False,False,1,Low-Medium (1)
Alangreenwoodia gallinarii,C00576_Betaine aldehyde,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C00483_Tyramine,False,True,False,False,False,False,False,1,Low-Medium (1)
Aphodousia sp900553105,C00383_Malonate,True,True,False,False,True,True,False,4,High (4+)
ER4 sp900552015,C06104_Adipate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecivivens stercoravium,C00408_Pipecolate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alangreenwoodia gallinarii,C01672_Cadaverine,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-170 sp000432135,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_E bromii_B,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alangreenwoodia gallinarii,C01046_N-Methylglutamate,False,True,False,False,False,False,False,1,Low-Medium (1)
Fusobacterium_A mortiferum,C00079_Phe,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatomorpha intestinavium,C01046_N-Methylglutamate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes_A ihumii,C17714_Heptanoate,True,True,False,False,False,False,False,2,Medium (2)
Sutterella wadsworthensis,C01672_Cadaverine,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira eligens,C00630_Isobutyryl CoA,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-170 sp000432135,C05145_3-Aminoisobutyrate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-41 sp900066215,C00398_Tryptamine,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00398_Tryptamine,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C17714_Heptanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Gemmiger sp900540595,C00483_Tyramine,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00423_trans-Cinnamate,True,True,False,False,False,False,False,2,Medium (2)
Escherichia coli,C06104_Adipate,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatomorpha stercorigallinarum,C00489_Glutarate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes putredinis,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C05122_Taurocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatavimonas merdipullorum,C00847_4-Pyridoxate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C08262_Isovalerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp000434635,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA5905 sp900763035,C00847_4-Pyridoxate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C17714_Heptanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C00489_Glutarate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp900543625,C05145_3-Aminoisobutyrate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes putredinis,C08262_Isovalerate,True,True,False,False,False,False,False,2,Medium (2)
Alistipes shahii,C00296_Quinate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C05145_3-Aminoisobutyrate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-127 sp900319515,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA1685 sp900546845,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp003525905,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00300_Creatine,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira eligens_A,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp003537285,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA5905 sp900763035,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Avimicrobium caecorum,C06104_Adipate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C00489_Glutarate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00785_Urocanate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00576_Betaine aldehyde,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp003525905,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Clostridium_A leptum,C00408_Pipecolate,False,True,False,False,False,False,False,1,Low-Medium (1)
Aphodousia sp900553105,C00423_trans-Cinnamate,True,True,False,False,False,True,False,3,Medium-High (3)
Acetatifactor intestinalis,C00483_Tyramine,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp003525905,C00785_Urocanate,False,True,False,False,False,False,False,1,Low-Medium (1)
Fusobacterium sp000235465,C00408_Pipecolate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C05145_3-Aminoisobutyrate,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA1685 sp900546845,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Erysipelatoclostridium ramosum,C01042_N-Acetylaspartate,False,True,False,False,False,False,False,1,Low-Medium (1)
Clostridium_A leptum,C05122_Taurocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_D bicirculans,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Fusobacterium_A mortiferum,C00407_Ile,True,True,False,False,False,False,False,2,Medium (2)
Ruminiclostridium_E sp910579265,C01672_Cadaverine,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C05145_3-Aminoisobutyrate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp000434635,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Avispirillum faecium,C17714_Heptanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp017548065,C17714_Heptanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes putredinis,C17714_Heptanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-488 sp900539465,C00334_GABA,True,True,False,False,False,False,False,2,Medium (2)
Erysipelatoclostridium ramosum,C02571_o-Acetylcarnitine,False,True,False,False,False,False,False,1,Low-Medium (1)
Aphodomorpha sp900549955,C01046_N-Methylglutamate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00300_Creatine,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp000434635,C01046_N-Methylglutamate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp900757655,C00055_CMP,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00003_NAD+,True,True,False,False,False,False,False,2,Medium (2)
Alistipes onderdonkii,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira rogosae_A,C01425_Glu-Glu,True,True,False,False,False,False,False,2,Medium (2)
CAG-103 sp900543625,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C01672_Cadaverine,False,True,False,False,False,False,False,1,Low-Medium (1)
Bifidobacterium pseudocatenulatum,C01042_N-Acetylaspartate,True,True,False,False,False,False,False,2,Medium (2)
Ruminococcus_E bromii_B,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatomorpha intestinavium,C00408_Pipecolate,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatomorpha intestinavium,C00803_Valerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_C callidus,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Fusobacterium_A mortiferum,C00123_Leu,True,True,False,False,False,False,False,2,Medium (2)
Anaerostipes caccae,C00364_dTMP,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp000436535,C01425_Glu-Glu,True,True,False,False,False,False,False,2,Medium (2)
UBA5905 sp900763035,C00334_GABA,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-83 sp000435555,C00449_Saccharopine,True,True,False,False,False,False,False,2,Medium (2)
Avispirillum faecium,C01046_N-Methylglutamate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alangreenwoodia gallinarii,C06104_Adipate,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatavimonas merdipullorum,C06103_6-Hydroxyhexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
UMGS902 sp003343845,C00785_Urocanate,True,True,False,False,False,False,False,2,Medium (2)
Acutalibacter sp910580045,C11118_1-Methyl-2-pyrrolidinone,True,True,False,False,False,True,False,3,Medium-High (3)
