species,metabolite,rho,pval,qval,pathway,metabolite_name
Faecousia sp000434635,C17714_Heptanoate,0.3316224212038921,2.368560289387441e-10,1.9012082545092338e-08,Other,C17714
Faecalibacterium prausnitzii_D,C00695_Cholate,-0.3312699358205157,2.4807879943839236e-10,1.973023038836168e-08,Bile Acid,C00695
Gemmiger sp900540595,C02678_Dodecanedioate,0.3312992777291347,2.471251887870382e-10,1.973023038836168e-08,Other,C02678
Barnesiella intestinihominis,C02678_Dodecanedioate,0.33077612818217667,2.6467476881617755e-10,2.095402347824149e-08,Other,C02678
ER4 sp000765235,C01585_Hexanoate,0.3304520150870382,2.76149216545157e-10,2.1763068711181508e-08,Other,C01585
Erysipelatoclostridium ramosum,C05332_Phenethylamine,0.3304009294106381,2.780013594503589e-10,2.1809898507467522e-08,Other,C05332
CAG-488 sp000434055,C00134_Putrescine,0.32997606409102426,2.9388025573087985e-10,2.295178321559457e-08,Polyamine,C00134
ER4 sp900552015,C05332_Phenethylamine,-0.3296461441496245,3.068155447133491e-10,2.3854564637847743e-08,Other,C05332
Agathobacter faecis,C05332_Phenethylamine,-0.3294420821526876,3.150915622299087e-10,2.4388649580098916e-08,Other,C05332
Avispirillum faecium,C00334_GABA,0.32929222200713537,3.2130714817516535e-10,2.4759214822493406e-08,Other,C00334
Eubacterium_F sp003491505,C05629_3-Phenylpropionate,0.328890248978512,3.3857382563064615e-10,2.5974305260106827e-08,Other,C05629
Aphodomorpha sp900549955,C00134_Putrescine,0.3287091899070538,3.46642711759082e-10,2.6476173288453587e-08,Polyamine,C00134
Erysipelatoclostridium ramosum,C00630_Isobutyryl CoA,-0.3283717313418382,3.6218328068415397e-10,2.7421544631012496e-08,Other,C00630
UBA1206 sp000433115,C08277_Sebacate,-0.32837933810461384,3.6182562938010873e-10,2.7421544631012496e-08,Other,C08277
CAG-170 sp000432135,C05629_3-Phenylpropionate,0.3283102323534749,3.650874590954218e-10,2.75212450686801e-08,Other,C05629
Alistipes onderdonkii,C01042_N-Acetylaspartate,0.32827349547561346,3.668330775209348e-10,2.7533125099818038e-08,Other,C01042
QAMH01 sp900544245,C08277_Sebacate,-0.32818360521093876,3.7113865542096946e-10,2.7617175998664244e-08,Other,C08277
Veillonella atypica,C00134_Putrescine,0.32818417380904924,3.7111126687101143e-10,2.7617175998664244e-08,Polyamine,C00134
ER4 sp000765235,C05332_Phenethylamine,-0.3279722900776354,3.814546212142522e-10,2.8143234989841297e-08,Other,C05332
CAG-170 sp000432135,C06103_6-Hydroxyhexanoate,0.32799135957023834,3.805123641598731e-10,2.8143234989841297e-08,Other,C06103
Ruminococcus_D bicirculans,C00398_Tryptamine,-0.3278967823368748,3.8520790904910005e-10,2.829972341988685e-08,Indole / Tryptophan,C00398
Alistipes shahii,C06104_Adipate,0.3278375749844696,3.881760319003813e-10,2.8397451650163757e-08,Other,C06104
Galloscillospira_B excrementipullorum,C00431_5-Aminovalerate,0.3276192358086253,3.993149299740461e-10,2.9089589310462234e-08,Other,C00431
Alangreenwoodia gallinarii,C17714_Heptanoate,-0.32705232988375665,4.2970666974411184e-10,3.117261188294314e-08,Other,C17714
Ruminococcus_E bromii_B,C00134_Putrescine,-0.32636614760534643,4.695083598098525e-10,3.3918066426596756e-08,Polyamine,C00134
Ventricola intestinavium,C00134_Putrescine,0.3260792268822028,4.871931908825461e-10,3.504960806440491e-08,Polyamine,C00134
Scatomorpha intestinavium,C00431_5-Aminovalerate,0.3257802434259541,5.063097920198867e-10,3.627437675223469e-08,Other,C00431
Lachnospira sp003451515,C05629_3-Phenylpropionate,0.3256631795064066,5.139915677607992e-10,3.667319260015118e-08,Other,C05629
Avimicrobium caecorum,C03264_2-Hydroxy-4-methylpentanoate,-0.3255179154329929,5.236814055946604e-10,3.719334242330526e-08,Other,C03264
CAG-488 sp900539465,C02714_N-Acetylputrescine,0.32548987620763753,5.255720898436837e-10,3.719334242330526e-08,Other,C02714
CAG-103 sp000432375,C00695_Cholate,-0.32534225133106515,5.356363302529047e-10,3.7751474365548216e-08,Bile Acid,C00695
CAG-103 sp900543625,C00055_CMP,0.32524202412888636,5.425757165796664e-10,3.8085739975944355e-08,Nucleotide,C00055
Lachnospira eligens_A,C05629_3-Phenylpropionate,0.3246556537224848,5.849585397446215e-10,4.089520629875906e-08,Other,C05629
Alangreenwoodia gallinarii,C02656_Pimelate,-0.32461589120691503,5.879462021267275e-10,4.09390010139486e-08,Other,C02656
CAG-170 sp000432135,C02656_Pimelate,0.32433615032050095,6.093882995460207e-10,4.2262297350115626e-08,Other,C02656
UBA1206 sp000433115,C02714_N-Acetylputrescine,0.3242207043602185,6.184569558557478e-10,4.2720345420824526e-08,Other,C02714
Acetatifactor sp003447295,C01046_N-Methylglutamate,0.32410107430231216,6.27992561926735e-10,4.303610687227562e-08,Other,C01046
Veillonella parvula_A,C00134_Putrescine,0.3241115653464101,6.271506493341629e-10,4.303610687227562e-08,Polyamine,C00134
Alistipes putredinis,C00134_Putrescine,-0.32341307565803645,6.856681013144472e-10,4.680359661649561e-08,Polyamine,C00134
Gemmiger qucibialis,C08277_Sebacate,0.3230608029247526,7.171588667880046e-10,4.8381713744632e-08,Other,C08277
Erysipelatoclostridium ramosum,C00364_dTMP,-0.3230742266326101,7.159335452431632e-10,4.8381713744632e-08,Other,C00364
UBA3855 sp017460955,C02714_N-Acetylputrescine,0.323088530695922,7.146301022715992e-10,4.8381713744632e-08,Other,C02714
Faecalibacterium sp900539945,C02678_Dodecanedioate,0.3229119397001391,7.308844351347277e-10,4.8906834606309985e-08,Other,C02678
UBA5905 sp900763035,C01672_Cadaverine,0.3228873647241581,7.331747106569049e-10,4.8906834606309985e-08,Polyamine,C01672
CAG-170 sp000432135,C00055_CMP,0.3228848971297736,7.334050638851422e-10,4.8906834606309985e-08,Nucleotide,C00055
QALW01 sp900547955,C00134_Putrescine,0.3223865945123755,7.813914933812622e-10,5.190714832277519e-08,Polyamine,C00134
Ruminococcus_D bicirculans,C08277_Sebacate,0.3217094848546993,8.515098939318551e-10,5.634915473660498e-08,Other,C08277
Clostridium_A leptum,C08277_Sebacate,0.3210704449597219,9.232671650962973e-10,6.076552767836839e-08,Other,C08277
UBA5905 sp900763035,C06104_Adipate,-0.32105342329242187,9.252566217031524e-10,6.076552767836839e-08,Other,C06104
Ruminococcus_E bromii,C00134_Putrescine,-0.3209686489566598,9.352270165205585e-10,6.118855099031487e-08,Polyamine,C00134
Ruminococcus_C sp000980705,C00398_Tryptamine,-0.3207109623511194,9.66178477931226e-10,6.297594906154735e-08,Indole / Tryptophan,C00398
Acetatifactor intestinalis,C01046_N-Methylglutamate,0.32046602399061813,9.965192947706553e-10,6.45285355493029e-08,Other,C01046
Ruminococcus_E sp905215855,C08277_Sebacate,0.32045868991419296,9.974418922143947e-10,6.45285355493029e-08,Other,C08277
Alistipes shahii,C02656_Pimelate,0.32017148633338854,1.034230291414332e-09,6.665979476781297e-08,Other,C02656
CAG-488 sp000434055,C02656_Pimelate,-0.32005459255436336,1.0495776349800673e-09,6.739843346401632e-08,Other,C02656
ER4 sp900552015,C01046_N-Methylglutamate,0.3198495316353816,1.0770364706428317e-09,6.890648829522294e-08,Other,C01046
CAG-488 sp900539465,C00134_Putrescine,0.31963313207716243,1.1067696484201698e-09,7.05484270746651e-08,Polyamine,C00134
Ruminococcus_C callidus,C08277_Sebacate,0.3193902726515791,1.1410875209967222e-09,7.24695071027149e-08,Other,C08277
RUG11247 sp902767315,C02678_Dodecanedioate,-0.3192108325703698,1.1671050274803743e-09,7.385133929363039e-08,Other,C02678
CAG-127 sp900319515,C08277_Sebacate,0.31893806217308834,1.2077610232389803e-09,7.58701471772371e-08,Other,C08277
ER4 sp900552015,C00803_Valerate,0.3189411503684552,1.2072931303790799e-09,7.58701471772371e-08,Other,C00803
Ruminococcus_C callidus,C02678_Dodecanedioate,0.3188403341264632,1.222659065164079e-09,7.652874682965633e-08,Other,C02678
Avispirillum faecium,"C03283_2,4-Diaminobutyrate",-0.3186878179637577,1.2462662541004027e-09,7.758194177577765e-08,Other,C03283
Faecalibacterium sp900539945,C00483_Tyramine,-0.3186739491130717,1.2484347534572593e-09,7.758194177577765e-08,Other,C00483
UBA5905 sp900763035,C06103_6-Hydroxyhexanoate,-0.31842624095399297,1.2877882943929672e-09,7.974169088637595e-08,Other,C06103
Lachnospira eligens,C01046_N-Methylglutamate,0.31823944258648523,1.3182587049216849e-09,8.120540643648547e-08,Other,C01046
Alistipes putredinis,C02714_N-Acetylputrescine,-0.31822408996731,1.3207938986670265e-09,8.120540643648547e-08,Other,C02714
Aphodousia sp900553105,C01118_o-Succinylhomoserine,-0.31819448150621926,1.3256965430930218e-09,8.12188221347944e-08,Other,C01118
UBA1206 sp000433115,C00134_Putrescine,0.31810403705212076,1.3407821898140072e-09,8.174847836292467e-08,Polyamine,C00134
Ruminococcus_D bicirculans,C00695_Cholate,-0.31808623016039417,1.343771849892348e-09,8.174847836292467e-08,Bile Acid,C00695
CAG-488 sp000434915,C08277_Sebacate,-0.3180402470217628,1.3515220716761823e-09,8.180727295112101e-08,Other,C08277
Galloscillospira_B excrementipullorum,C00408_Pipecolate,-0.318024565199273,1.3541750684607066e-09,8.180727295112101e-08,Other,C00408
Ruminococcus_D bicirculans,C00431_5-Aminovalerate,-0.31795698659141053,1.365665716741897e-09,8.221497290580211e-08,Other,C00431
Alistipes putredinis,C05629_3-Phenylpropionate,0.3179240718172511,1.3712965529170197e-09,8.22683032334785e-08,Other,C05629
ER4 sp000765235,C01046_N-Methylglutamate,0.3177708624431969,1.3978044596604528e-09,8.356942662618252e-08,Other,C01046
UMGS687 sp900545735,C00383_Malonate,-0.31771523120695494,1.407552158532338e-09,8.386302173413636e-08,Other,C00383
Faecalibacterium prausnitzii_C,C00483_Tyramine,-0.31723187767697125,1.495068304309751e-09,8.790681586132602e-08,Other,C00483
UBA5905 sp900763035,C01046_N-Methylglutamate,-0.3172284697980237,1.4957036958756014e-09,8.790681586132602e-08,Other,C01046
Faecivivens stercoravium,C00055_CMP,-0.3172784273373792,1.4864154014752904e-09,8.790681586132602e-08,Nucleotide,C00055
Ruminococcus_E bromii,C02678_Dodecanedioate,0.3172965906101857,1.4830523109237474e-09,8.790681586132602e-08,Other,C02678
CAG-170 sp000432135,C00364_dTMP,0.3169302653069326,1.5523296823530958e-09,9.092666227242559e-08,Other,C00364
Faecousia sp003525905,C06104_Adipate,0.3168593177440127,1.5661051618996919e-09,9.142468450174026e-08,Other,C06104
Ruminiclostridium_E siraeum,C08277_Sebacate,0.31680553578198406,1.5766266593286635e-09,9.17300436893972e-08,Other,C08277
Barnesiella intestinihominis,C00364_dTMP,0.3167253421391189,1.5924426230913245e-09,9.23403685590548e-08,Other,C00364
Gemmiger sp900540595,C05629_3-Phenylpropionate,0.31664140073657976,1.6091626041703515e-09,9.299887077035184e-08,Other,C05629
Alistipes putredinis,C06104_Adipate,0.31645478458884363,1.6469465240700448e-09,9.45606330821446e-08,Other,C06104
Anaerostipes caccae,C02678_Dodecanedioate,-0.3164540656604183,1.6470937357715806e-09,9.45606330821446e-08,Other,C02678
ER4 sp000765235,C01921_Glycocholate,-0.3160423911365327,1.7335211134572128e-09,9.919402331723153e-08,Other,C01921
Avispirillum faecium,C02678_Dodecanedioate,-0.31582594155435334,1.7807113639326933e-09,1.013252617866297e-07,Other,C02678
Faecousia sp003525905,C00576_Betaine aldehyde,0.3158180509567312,1.7824550031677274e-09,1.013252617866297e-07,Other,C00576
SFEL01 sp016292635,C00134_Putrescine,0.3156696626283317,1.8155555260441847e-09,1.0286961343318324e-07,Polyamine,C00134
Veillonella atypica,C02714_N-Acetylputrescine,0.3156059024676331,1.8299607628548962e-09,1.0334807721947293e-07,Other,C02714
Veillonella atypica,C00719_Betaine,0.3155392625617557,1.845135104195662e-09,1.0386672869007919e-07,Other,C00719
Alistipes onderdonkii,C06104_Adipate,0.315429737495625,1.8703402212200667e-09,1.049448503414677e-07,Other,C06104
CAG-170 sp000432135,C00785_Urocanate,0.31520952429140786,1.9220329600174855e-09,1.0749744342188118e-07,Other,C00785
CAG-127 sp900319515,C05629_3-Phenylpropionate,0.31496252617274995,1.981662513847347e-09,1.104760921706923e-07,Other,C05629
Faecivivens stercoravium,C06104_Adipate,-0.31427860587623,2.1562883594176594e-09,1.198260499217416e-07,Other,C06104
Lachnospira sp003537285,C00055_CMP,0.314231997938136,2.1687172391674146e-09,1.2013169166991896e-07,Nucleotide,C00055
CAG-1427 sp900554685,C02656_Pimelate,-0.314198415271013,2.1777157260491356e-09,1.2024597215999971e-07,Other,C02656
Lachnospira eligens,C05629_3-Phenylpropionate,0.3136631970260959,2.3261104211516693e-09,1.2803207137119886e-07,Other,C05629
CAG-103 sp900543625,C06103_6-Hydroxyhexanoate,0.3136051236212113,2.3427895811388926e-09,1.2854204353729786e-07,Other,C06103
Ruminococcus_E bromii_B,C05629_3-Phenylpropionate,0.3134938878899437,2.3750618321558944e-09,1.2990164683255173e-07,Other,C05629
Alistipes onderdonkii,C02656_Pimelate,0.3132234866889466,2.455320024615336e-09,1.3386898926660596e-07,Other,C02656
Klebsiella pneumoniae,"C00986_1,3-Diaminopropane",0.313187277536175,2.466264985365313e-09,1.3404420788797427e-07,Other,C00986
Faecousia sp000434635,C06103_6-Hydroxyhexanoate,0.3130990585228936,2.4931294156316893e-09,1.3508086815069446e-07,Other,C06103
Aphodomorpha sp900549955,C00431_5-Aminovalerate,0.31270682561136515,2.6160469669198935e-09,1.4129913492977296e-07,Other,C00431
Faecousia sp003525905,C17714_Heptanoate,0.3122657350823366,2.761297904482683e-09,1.4868131387553032e-07,Other,C17714
Avichristensenella intestinipullorum,C00408_Pipecolate,-0.31195686248669113,2.8676327927775354e-09,1.5392884631943314e-07,Other,C00408
Alistipes putredinis,C00489_Glutarate,0.3117110757143292,2.955075590474001e-09,1.5813302650505625e-07,Other,C00489
Avispirillum faecium,C00785_Urocanate,-0.31151975764250434,3.024924004643561e-09,1.6137271505387712e-07,Other,C00785
Lachnospira sp003451515,C00055_CMP,0.311429840076939,3.058302402098962e-09,1.6265290505396258e-07,Nucleotide,C00055
Ruminococcus_D bicirculans,C02714_N-Acetylputrescine,-0.31077161857178387,3.313751117392065e-09,1.7569974579004168e-07,Other,C02714
UBA5905 sp900763035,C00489_Glutarate,-0.3107293990059159,3.3308236122603137e-09,1.7606652374807719e-07,Other,C00489
Ventricola intestinavium,C08277_Sebacate,-0.3106816667299805,3.3502279923599085e-09,1.7655396027822522e-07,Other,C08277
CAG-103 sp900543625,C17714_Heptanoate,0.31055783864975833,3.401079479584295e-09,1.7869065459706821e-07,Other,C17714
CAG-127 sp900319515,"C03283_2,4-Diaminobutyrate",0.3103300437653658,3.496587079667655e-09,1.831535552485734e-07,Other,C03283
Faecousia sp000434635,C00055_CMP,0.31001590852867145,3.6325691762240633e-09,1.8913358671883728e-07,Nucleotide,C00055
Ruminiclostridium_E sp910579265,C02714_N-Acetylputrescine,0.31003895113961233,3.622422785739619e-09,1.8913358671883728e-07,Other,C02714
UBA5905 sp900763035,C17714_Heptanoate,-0.30982114406478173,3.7194375596498524e-09,1.9307667188385972e-07,Other,C17714
QAMH01 sp900544245,C02714_N-Acetylputrescine,0.3096081392430003,3.816746298233288e-09,1.9753655916050374e-07,Other,C02714
Alistipes_A ihumii,C08277_Sebacate,0.309523640277599,3.8560282741752185e-09,1.9897564945729148e-07,Other,C08277
CAG-170 sp000432135,C01042_N-Acetylaspartate,0.3094544829998753,3.888469481245512e-09,1.9946237830128606e-07,Other,C01042
Ruminiclostridium_E siraeum,C02678_Dodecanedioate,0.3094737600939796,3.879400235834807e-09,1.9946237830128606e-07,Other,C02678
UBA737 sp902762875,C02678_Dodecanedioate,-0.3093920493906529,3.917983718259747e-09,2.0038348586191004e-07,Other,C02678
ER4 sp000765235,C17714_Heptanoate,0.30922417732214086,3.998422550488049e-09,2.038960299422406e-07,Other,C17714
Clostridium_A leptum,C00695_Cholate,-0.30910064282879135,4.0586360532222845e-09,2.0635962431310254e-07,Bile Acid,C00695
UBA1206 sp000433115,C02656_Pimelate,-0.3090283786217932,4.094265628187602e-09,2.0756250719741707e-07,Other,C02656
Lachnospira eligens,C02656_Pimelate,0.3089521248175397,4.132190872598539e-09,2.0887441792744448e-07,Other,C02656
Veillonella parvula_A,C08277_Sebacate,-0.30850275609481376,4.362697471309955e-09,2.198850254580581e-07,Other,C08277
Veillonella atypica,C00489_Glutarate,-0.3084460959538721,4.392631552745536e-09,2.2075201698986115e-07,Other,C00489
S5-A14a sp000758905,C00388_Histamine,0.30823774873195975,4.504424106031958e-09,2.257159108392546e-07,Other,C00388
Faecousia sp017548065,C06103_6-Hydroxyhexanoate,-0.30811336950944446,4.572470906224287e-09,2.2846541951618642e-07,Other,C06103
Clostridium_A leptum,C00245_Taurine,-0.30801183756208717,4.628755515704143e-09,2.306131124462024e-07,Other,C00245
Ruminococcus_C sp000980705,C02678_Dodecanedioate,0.3078562040970168,4.716336727009048e-09,2.3430328416298817e-07,Other,C02678
ER4 sp900552015,C01042_N-Acetylaspartate,0.30779327232653936,4.752204953951628e-09,2.3504855954198442e-07,Other,C01042
Scatomorpha stercorigallinarum,C00431_5-Aminovalerate,0.3077823584251585,4.758452208976614e-09,2.3504855954198442e-07,Other,C00431
Erysipelatoclostridium ramosum,C00803_Valerate,-0.3074995027712011,4.923166078364504e-09,2.42493901893988e-07,Other,C00803
ER4 sp900552015,C05145_3-Aminoisobutyrate,-0.3071977682774042,5.104960123331688e-09,2.5073597342301644e-07,Other,C05145
Lachnospira sp000436475,C01425_Glu-Glu,-0.3069421856705514,5.2640201327975564e-09,2.578180256001244e-07,Other,C01425
UBA1206 sp000433115,C02678_Dodecanedioate,-0.3063650196623168,5.6410753348874e-09,2.747330453828026e-07,Other,C02678
UBA1206 sp000433115,C00431_5-Aminovalerate,0.3063819325532383,5.629663375285332e-09,2.747330453828026e-07,Other,C00431
Bilophila wadsworthia,C00245_Taurine,-0.3060866828000935,5.832132938519751e-09,2.8324235542872674e-07,Other,C00245
Alistipes_A ihumii,"C03283_2,4-Diaminobutyrate",0.3056393506997941,6.152393249312219e-09,2.9739120535031157e-07,Other,C03283
Avimicrobium caecorum,C01042_N-Acetylaspartate,0.3056320326452023,6.157771526171522e-09,2.9739120535031157e-07,Other,C01042
Roseburia intestinalis,C05332_Phenethylamine,-0.3049622535588502,6.669776337228681e-09,3.212238392635302e-07,Other,C05332
CAG-103 sp900543625,C02714_N-Acetylputrescine,-0.30475489962370017,6.836476625057293e-09,3.274332368100645e-07,Other,C02714
Faecousia sp003525905,C06103_6-Hydroxyhexanoate,0.30477181764430394,6.822725762071945e-09,3.274332368100645e-07,Other,C06103
UMGS693 sp900544555,C00134_Putrescine,0.3047077975230039,6.87490243510278e-09,3.283665521206942e-07,Polyamine,C00134
Negativibacillus massiliensis,C02678_Dodecanedioate,0.3043380485244324,7.183893795584524e-09,3.421822819446277e-07,Other,C02678
Erysipelatoclostridium ramosum,C02656_Pimelate,-0.3042605771999071,7.250317859495632e-09,3.4440003026831583e-07,Other,C02656
Escherichia coli,C00152_Asn,-0.3041774899188222,7.32221786755341e-09,3.468650639006585e-07,Other,C00152
Alistipes shahii,C05145_3-Aminoisobutyrate,-0.30406648066120356,7.4193583874922196e-09,3.5050908916168965e-07,Other,C05145
Anaerostipes caccae,C05629_3-Phenylpropionate,-0.3040311011836255,7.4505791439476856e-09,3.510275576026222e-07,Other,C05629
Ruminococcus_C callidus,C02656_Pimelate,0.3038787337620349,7.586495939116711e-09,3.564625110905299e-07,Other,C02656
RUG11247 sp902767315,C00134_Putrescine,0.30348630219214323,7.947703549209874e-09,3.724250922600021e-07,Polyamine,C00134
Ruminiclostridium_E siraeum,C05135_4-(beta-Acetylaminoethyl)imidazole,-0.30341604517841775,8.014104102909035e-09,3.7439985556777007e-07,Other,C05135
