species_a,species_b,rho,pval,qval
Prevotella sp900551985,Prevotella sp900770515,0.6777716570576466,5.3068118932144646e-48,1.5717588429671103e-46
Prevotella sp900544825,Prevotella sp000434975,0.676654130997835,8.609788949383298e-48,2.5402188857968957e-46
Prevotella sp015074785,Prevotella sp900556795,0.6765866371340324,8.86452494325087e-48,2.605355204585342e-46
Prevotella sp900546535,Prevotella sp000436035,0.6764898480612603,9.242911443603613e-48,2.706197468850508e-46
Prevotella copri,Prevotella sp000436035,0.6760274432922301,1.1283388960420419e-47,3.2910599511553244e-46
Prevotella sp900767615,Prevotella sp000436035,0.6755529757900947,1.3840949979486276e-47,4.0217396701757274e-46
Prevotella sp900556795,Prevotella sp900765465,0.6750845396545119,1.6927838132318611e-47,4.900130049547776e-46
Prevotella sp900548535,Prevotella sp900554835,0.6747197855820469,1.9795780305100943e-47,5.708775590993584e-46
Prevotella sp900556395,Prevotella sp900770515,0.6741132024316172,2.5667997729052835e-47,7.374502268897539e-46
Ruminococcus_E bromii,Ruminococcus_E sp902766775,0.6737128345756991,3.0458575814570403e-47,8.718199069909312e-46
Prevotella sp000436035,Prevotella sp002451555,0.6736752103367283,3.095191420226802e-47,8.826473377159777e-46
Prevotella sp900546535,Prevotella sp900550035,0.6736100141363743,3.18255984559791e-47,9.042006139104284e-46
Prevotella sp900554835,Prevotella sp900290275,0.6734259138525555,3.442681288022395e-47,9.74494766067151e-46
Prevotella sp900551985,Prevotella sp900546535,0.6733207957497822,3.600541478413472e-47,1.0154321206216817e-45
Prevotella sp900551985,Prevotella sp900554835,0.6726274758041678,4.837155789942537e-47,1.3591876214157214e-45
Prevotella sp900544825,Prevotella sp000436035,0.6724494068869016,5.2175396702242615e-47,1.4607206865069457e-45
Prevotella copri,Prevotella sp900548535,0.6716659036509298,7.275223192449054e-47,2.0293904403373343e-45
Prevotella sp900555035,Prevotella sp900556395,0.6712649613791495,8.621025572274188e-47,2.3960828682940326e-45
Prevotella sp900771975,Prevotella sp002451555,0.6710923494125736,9.27380075347045e-47,2.568206699634362e-45
Holdemanella sp003458715,Holdemanella biformis,0.6710225578853225,9.5514288923335e-47,2.6355759364420962e-45
Prevotella sp900557255,Prevotella sp900765465,0.6709921138446285,9.67509878336534e-47,2.660131998824212e-45
Prevotella copri,Prevotella sp900555035,0.6707385092414896,1.0768887283705449e-46,2.9502905126180176e-45
Prevotella sp002265625,Prevotella sp900554835,0.6706270725642326,1.12874447769114e-46,3.0813519175689444e-45
Escherichia coli,Escherichia sp004211955,0.6694684757702773,1.8383339460333256e-46,5.00065946809278e-45
Prevotella sp900555035,Prevotella sp900767615,0.6693946633319912,1.8962136043908204e-46,5.125487306495595e-45
Prevotella sp900555035,Prevotella sp900556795,0.6693929400844046,1.897586227408094e-46,5.125487306495595e-45
Prevotella sp900551275,Prevotella sp900550035,0.669163748155407,2.0891974378174856e-46,5.62323984052559e-45
Prevotella hominis,Prevotella sp900765465,0.668990561772969,2.2465898503578303e-46,6.025731028704516e-45
Prevotella sp900550035,Prevotella sp002451555,0.6687076619608604,2.5293307138577035e-46,6.760451535192489e-45
Holdemanella sp003436425,Holdemanella biformis,0.6675812324551855,4.049772566420141e-46,1.0767450595870834e-44
Prevotella sp900551275,Prevotella sp900771975,0.6675772115441505,4.05656788190154e-46,1.0767450595870834e-44
Prevotella sp900555035,Prevotella sp000436035,0.6675436082162147,4.1138007487938086e-46,1.0881712256550795e-44
Prevotella sp900554835,Prevotella sp002451555,0.6672630060675547,4.624028043192094e-46,1.2189319284991941e-44
Prevotella sp900551985,Prevotella sp900771975,0.6672339980665162,4.680222848577545e-46,1.2295201873780255e-44
Prevotella sp900557255,Prevotella sp900556395,0.6671558775092639,4.8349460413251835e-46,1.2658317775769789e-44
Prevotella sp900767615,Prevotella sp900771975,0.6669284088278528,5.3149134516972635e-46,1.3867585404071328e-44
Alloprevotella timonensis,Prevotella sp900550035,0.6668129512395607,5.576298207508368e-46,1.4500265610100572e-44
Prevotella sp900551985,Prevotella sp002451555,0.6665903650929779,6.1166710732937336e-46,1.5851683717309537e-44
Prevotella sp000434975,Prevotella sp002251385,0.6656178790383589,9.153964263045324e-46,2.364311779859282e-44
Prevotella sp000434975,Prevotella pectinovora,0.6655001237866183,9.610943966993988e-46,2.474011784255399e-44
Prevotella sp900551985,Prevotella sp900556795,0.6649449508558509,1.2088793018296778e-45,3.1014425165001533e-44
Faecousia sp003525905,ER4 sp900552015,0.6644621543237144,1.475160531033272e-45,3.771985477852076e-44
Prevotella sp015074785,Alloprevotella timonensis,0.6643062004171408,1.5730123114739625e-45,4.008829714723178e-44
Prevotella sp015074785,Prevotella sp900765465,0.6641312907871163,1.690422475693519e-45,4.293785036769863e-44
Prevotella sp900555035,Prevotella sp900765465,0.6638911849567378,1.8658516075137543e-45,4.723745109319475e-44
Prevotella sp900555035,Prevotella sp002265625,0.6638756757284598,1.8777839123695775e-45,4.738315918350997e-44
Prevotella sp900770515,Prevotella sp900550035,0.6638613153319061,1.888899728092054e-45,4.75073764399808e-44
Prevotella sp015074785,Prevotella sp900548535,0.6634862217739226,2.2034933287112948e-45,5.523855334818413e-44
Prevotella sp000436035,Prevotella sp900770515,0.6633469259273513,2.3330944783869086e-45,5.829696333454715e-44
Prevotella copri,Prevotella sp002265625,0.6631504757024962,2.52879934262333e-45,6.29818823287778e-44
Prevotella pectinovora,Prevotella sp900771975,0.6630355925300664,2.6506929867125834e-45,6.580409676722404e-44
Prevotella sp900556395,Prevotella sp000436035,0.6624896102530934,3.314369506638408e-45,8.201460801749428e-44
Prevotella sp900556395,Prevotella sp002451555,0.6615992656667619,4.766631115256767e-45,1.1757179191361628e-43
Prevotella copri_A,Prevotella sp900554835,0.6615909366367606,4.7828337582479027e-45,1.175933261523066e-43
Prevotella sp000434975,Prevotella sp002451555,0.6615300485553728,4.902949463686724e-45,1.201614227985331e-43
Prevotella sp015074785,Prevotella sp000434975,0.6613743818567304,5.223793804955985e-45,1.2761694992935465e-43
Prevotella sp900544825,Prevotella sp900290275,0.6611540933735961,5.713660459064362e-45,1.3914123613169118e-43
Prevotella copri,Prevotella sp002451555,0.6610805681432409,5.88708285142665e-45,1.4291079921928428e-43
Prevotella sp900546535,Prevotella sp900556395,0.6608869899976966,6.369004828379414e-45,1.5412188024762929e-43
Prevotella sp900544825,Prevotella sp900765465,0.6607947962518216,6.612065901025955e-45,1.5950049536720156e-43
Prevotella sp900555035,Prevotella sp900313215,0.6607812974790611,6.648417088850215e-45,1.5987463162561128e-43
Prevotella sp015074785,Prevotella sp900770515,0.6604622094676371,7.567755744852134e-45,1.8141329474612725e-43
Faecousia sp000434635,CAG-170 sp000432135,0.6595856508619972,1.0792772017207072e-44,2.5791699110278957e-43
Prevotella sp015074785,Prevotella sp900290275,0.6593857541419692,1.1700855920354137e-44,2.787492725622254e-43
Prevotella sp900550035,Prevotella sp002251385,0.6592611058998827,1.2304997266914366e-44,2.9223416109752352e-43
Alloprevotella timonensis,Prevotella sp900771975,0.6591166403105522,1.3043928662537002e-44,3.0882708879728807e-43
Prevotella sp002265625,Prevotella sp002451555,0.6590310523470919,1.3502264410222298e-44,3.1869498551020076e-43
Prevotella sp900555035,Prevotella hominis,0.6586921469884238,1.5479153626445719e-44,3.6337326897025774e-43
Prevotella sp000434975,Prevotella sp900556795,0.6586904237408373,1.5489904699944502e-44,3.6337326897025774e-43
Prevotella sp900313215,Prevotella sp002251295,0.6586065590249636,1.6022159899290666e-44,3.7471337983981305e-43
Prevotella sp900546535,Prevotella sp900771975,0.6585436604880582,1.643320262782135e-44,3.8315835063227226e-43
Prevotella hominis,Prevotella sp000436035,0.6583793775514835,1.7556717685214102e-44,4.081138829190224e-43
Prevotella sp900554835,Prevotella sp900771975,0.6582940767959543,1.8169756137601271e-44,4.2108821550314005e-43
Prevotella pectinovora,Prevotella sp900770515,0.6580307071231588,2.0199501145588511e-44,4.667179918307514e-43
CAG-103 sp000432375,CAG-103 sp900543625,0.6578466068393399,2.1750142837253034e-44,5.010370741878919e-43
Prevotella sp900548535,Prevotella multisaccharivorax,0.6574913306286005,2.508338948317923e-44,5.760918584594847e-43
Prevotella sp900556795,Prevotella sp000436035,0.6574066042889335,2.5950246951959486e-44,5.942219234880036e-43
Prevotella copri_A,Prevotella sp900771975,0.6567230494129757,3.412005509708912e-44,7.789730436005078e-43
Prevotella pectinovora,Prevotella sp900550035,0.6563160757746429,4.0145260027994433e-44,9.138109485897486e-43
Prevotella sp900767615,Prevotella sp900550035,0.6558444803518182,4.845473201424619e-44,1.099693045210895e-42
Prevotella sp000436035,Prevotella sp900554835,0.6558174828062973,4.897889343597396e-44,1.1083100045644728e-42
Prevotella sp900544495,Prevotella sp900771975,0.6558019735780192,4.928254315299343e-44,1.1119011427253312e-42
Prevotella sp900556395,Prevotella sp002265625,0.6556692835138627,5.195782469511473e-44,1.168822502159018e-42
Escherichia coli,Escherichia ruysiae,0.6554265928121046,5.722831908737194e-44,1.2836211570737723e-42
Prevotella sp900767615,Prevotella sp900556395,0.6554176893662412,5.743142807416727e-44,1.2844212383584173e-42
Prevotella sp900551985,Prevotella sp900290275,0.654897555803065,7.062277417900498e-44,1.5748468044393815e-42
Holdemanella sp003436425,Holdemanella sp003458715,0.6546910533006223,7.665595266025583e-44,1.7044284430632537e-42
Prevotella sp900544825,Prevotella sp900771975,0.653647914094959,1.1586638178804064e-43,2.5688179615493056e-42
Prevotella copri,Alloprevotella timonensis,0.6527368905375901,1.659841483382554e-43,3.669349861391231e-42
Prevotella sp900556395,Prevotella sp900550035,0.6518657888826406,2.3379335392543628e-43,5.1535310860977633e-42
Prevotella hominis,Prevotella sp900771975,0.6517603835719361,2.436687947862794e-43,5.35582614557464e-42
Prevotella sp900313215,Prevotella pectinovora,0.651529181187421,2.668003597817091e-43,5.84750159967283e-42
Prevotella sp900290275,Prevotella sp002251385,0.6513617389636044,2.8489810730667545e-43,6.226362909257855e-42
Prevotella sp015074785,Prevotella sp900551985,0.6510271417239024,3.2478278716705963e-43,7.077865796473053e-42
Holdemanella porci,Holdemanella sp003458715,0.6506098286000509,3.823515944457814e-43,8.308835923494588e-42
Prevotella sp015074785,Prevotella sp900556395,0.6503122811834575,4.294628277845712e-43,9.306241107162275e-42
Prevotella sp900557255,Prevotella sp900771975,0.6499147854068501,5.01476697867383e-43,1.0836134505185056e-41
Prevotella sp000436035,Prevotella sp900771975,0.6498113905516633,5.220914279618704e-43,1.1249897033414347e-41
Prevotella sp900557255,Prevotella sp000436035,0.6486674413621928,8.144497328158885e-43,1.7500403082438881e-41
Prevotella sp000434975,Prevotella sp000436035,0.6483311208749043,9.278609057678056e-43,1.9881622927778873e-41
Prevotella sp900556395,Prevotella sp900771975,0.6481125556393564,1.0098092748287003e-42,2.1577289546548633e-41
CAG-103 sp900543625,CAG-103 sp900757655,0.6479241472365714,1.0861757266153687e-42,2.3144594441295814e-41
Prevotella sp900551985,Prevotella hominis,0.6472368586575097,1.4164606496113782e-42,3.009880787581408e-41
Prevotella sp900556395,Prevotella sp900554835,0.6468508511981453,1.6437417271618117e-42,3.4831886157619496e-41
Prevotella sp900554835,Prevotella sp002251295,0.6468020258498627,1.674949525678598e-42,3.539542096826591e-41
Alloprevotella timonensis,Prevotella sp900554835,0.6466707718253615,1.761782155055938e-42,3.7128106899544227e-41
Holdemanella sp900556915,Holdemanella biformis,0.6465024679777517,1.8796759288231363e-42,3.9504093287677474e-41
Prevotella sp900556795,Prevotella sp900556395,0.646145755727357,2.1559875286988595e-42,4.5187377958057244e-41
Prevotella sp900548535,Prevotella sp000436035,0.6460845804380381,2.2072585502059516e-42,4.613591372923667e-41
Prevotella sp900551985,Prevotella sp900550035,0.6457126461672963,2.5460054960320936e-42,5.307176130451682e-41
Prevotella copri,Prevotella sp900556395,0.6453280747475874,2.9504043608299975e-42,6.13348288670106e-41
Prevotella sp900555035,Prevotella sp900290275,0.6444495056864298,4.128553508689882e-42,8.559495666259483e-41
Prevotella sp900551985,Prevotella sp900551275,0.6441861360136343,4.5650570405413626e-42,9.438962953636871e-41
Prevotella pectinovora,Prevotella sp900544495,0.6441149084467278,4.6907619157831796e-42,9.672805015046443e-41
Prevotella copri,Prevotella sp900551985,0.6430935970438262,6.919192827363772e-42,1.4229793077401472e-40
Prevotella sp900554835,Prevotella sp900550035,0.6428638306989665,7.549964332574674e-42,1.5485501709941264e-40
Prevotella sp900767615,Prevotella sp900765465,0.6428201750934431,7.676093076897621e-42,1.5702215998101776e-40
Prevotella sp900556395,Prevotella sp002251295,0.6426041947292749,8.331457480585297e-42,1.6997502748289845e-40
Prevotella copri_A,Prevotella sp900556395,0.6420731472647179,1.0187896450391296e-41,2.072980203473518e-40
Prevotella sp900551985,Prevotella sp900556395,0.6420358102336781,1.0332856718578532e-41,2.0969138594766114e-40
Prevotella sp900544825,Prevotella sp900550035,0.6419318409626291,1.0747364948342777e-41,2.1752780084099587e-40
Prevotella sp900544825,Alloprevotella timonensis,0.6416808212308698,1.18172374432356e-41,2.3855270638700076e-40
Prevotella sp900770515,Prevotella sp900765465,0.6416015518418932,1.2176512161455783e-41,2.4516017005387748e-40
Prevotella pectinovora,Alloprevotella timonensis,0.6411592516280381,1.4388899257866784e-41,2.8894567069920443e-40
Prevotella sp900544825,Prevotella sp002451555,0.6408292497152334,1.629468675039986e-41,3.263617286222384e-40
Prevotella sp900546535,Prevotella sp002251295,0.640473973504494,1.8626347013674433e-41,3.720903852653557e-40
Prevotella sp000436035,Prevotella sp900765465,0.6403025103696424,1.9866969732765387e-41,3.958429216105021e-40
Prevotella sp900548535,Prevotella sp900290275,0.6401815958306599,2.0790699066100205e-41,4.1317474750273235e-40
Prevotella sp015074785,Prevotella sp002265625,0.6397499223102546,2.444899796806338e-41,4.846208356925431e-40
Prevotella sp900551985,Prevotella sp002251295,0.6397074155364556,2.484199388540822e-41,4.911415852963052e-40
ER4 sp900552015,CAG-170 sp000432135,0.639178378527416,3.0289227707157627e-41,5.972973412380621e-40
Prevotella sp900548535,Prevotella sp002265625,0.638709367975971,3.609770192941163e-41,7.100140294885041e-40
Prevotella sp000436035,Prevotella sp900290275,0.6384773039676627,3.9366767066765486e-41,7.723336832970794e-40
Prevotella sp900548535,Prevotella sp900550035,0.6379847423658696,4.730817353644042e-41,9.257678550970267e-40
Prevotella sp900765465,Prevotella sp002451555,0.6370688362736724,6.651942444822124e-41,1.2983982314053566e-39
Prevotella sp015074785,Prevotella sp002251295,0.6367279204594868,7.54941732429842e-41,1.4698370633170857e-39
Faecousia sp000434635,ER4 sp900552015,0.6359846263338654,9.942906053455143e-41,1.9309375274950482e-39
Prevotella sp900290275,Prevotella multisaccharivorax,0.6357548599890057,1.082474475912777e-40,2.0968842688704323e-39
Prevotella sp900551985,Prevotella sp900557035,0.6352206532372068,1.3185589939449773e-40,2.5477748218014913e-39
Prevotella sp900548535,Alloprevotella timonensis,0.6349463696630304,1.4589039762029008e-40,2.8118724626764956e-39
Prevotella copri,Prevotella sp900771975,0.6346017201457408,1.6563811800256627e-40,3.1844862235530975e-39
Prevotella sp000434975,Prevotella stercorea,0.6345732865605644,1.6738081826133926e-40,3.2099456422068333e-39
Prevotella sp002265625,Prevotella sp900544495,0.6345221635488331,1.7055993700775714e-40,3.2627563012132294e-39
Prevotella pectinovora,Prevotella sp900290275,0.6343070448084581,1.8460527028943387e-40,3.522654299478227e-39
Prevotella sp900770515,Prevotella sp002251295,0.63367949547906,2.3245845360691543e-40,4.4247860983093015e-39
Prevotella pectinovora,Prevotella sp002300055,0.6328081066161794,3.1985980955250244e-40,6.073377720488233e-39
Prevotella sp900556395,Prevotella sp900290275,0.6327788114072097,3.2330472288109696e-40,6.123630936347888e-39
Acetatifactor intestinalis,ER4 sp000765235,0.6313795343670138,5.385802340551233e-40,1.0175982698120322e-38
Prevotella copri,Prevotella sp002251295,0.630922873756605,6.358250130599218e-40,1.1983817383741182e-38
Holdemanella sp003436425,Holdemanella sp900556915,0.6307261363238189,6.828997206091345e-40,1.2839519011746743e-38
Prevotella sp900551985,Prevotella sp900557255,0.6304538632051601,7.537877338075291e-40,1.413766676292801e-38
Prevotella pectinovora,Prevotella sp002251295,0.6295103851515798,1.0605927181924458e-39,1.9843431076229882e-38
Prevotella pectinovora,Prevotella sp002451555,0.6292205923491254,1.177597597410977e-39,2.19789566173713e-38
